id,sequence_id,split
1026dd1b26120799107f68a9cb8e3c,00225,train
1026dd1b26120799107f68a9cb8e3c,00234,train
1026dd1b26120799107f68a9cb8e3c,00032,train
1026dd1b26120799107f68a9cb8e3c,00110,train
1026dd1b26120799107f68a9cb8e3c,00116,train
1026dd1b26120799107f68a9cb8e3c,00133,train
1026dd1b26120799107f68a9cb8e3c,00264,train
1026dd1b26120799107f68a9cb8e3c,00043,train
1026dd1b26120799107f68a9cb8e3c,00185,train
103c9e43cdf6501c62b600da24e0965,00168,train
103c9e43cdf6501c62b600da24e0965,00202,train
103c9e43cdf6501c62b600da24e0965,00078,train
103c9e43cdf6501c62b600da24e0965,00126,train
103c9e43cdf6501c62b600da24e0965,00270,train
103c9e43cdf6501c62b600da24e0965,00273,train
103c9e43cdf6501c62b600da24e0965,00058,train
103c9e43cdf6501c62b600da24e0965,00249,train
103c9e43cdf6501c62b600da24e0965,00029,train
103c9e43cdf6501c62b600da24e0965,00248,train
103c9e43cdf6501c62b600da24e0965,00054,train
103c9e43cdf6501c62b600da24e0965,00207,train
103c9e43cdf6501c62b600da24e0965,00087,train
103c9e43cdf6501c62b600da24e0965,00009,train
103c9e43cdf6501c62b600da24e0965,00122,train
103c9e43cdf6501c62b600da24e0965,00253,train
103c9e43cdf6501c62b600da24e0965,00072,train
103c9e43cdf6501c62b600da24e0965,00017,train
103c9e43cdf6501c62b600da24e0965,00125,train
103c9e43cdf6501c62b600da24e0965,00110,train
103c9e43cdf6501c62b600da24e0965,00195,train
103c9e43cdf6501c62b600da24e0965,00138,train
103c9e43cdf6501c62b600da24e0965,00186,train
103c9e43cdf6501c62b600da24e0965,00020,train
10aa040f470500c6a66ef8df4909ded9,00242,train
10aa040f470500c6a66ef8df4909ded9,00091,train
10aa040f470500c6a66ef8df4909ded9,00110,train
10aa040f470500c6a66ef8df4909ded9,00141,train
10aa040f470500c6a66ef8df4909ded9,00144,train
10aa040f470500c6a66ef8df4909ded9,00235,train
10aa040f470500c6a66ef8df4909ded9,00033,train
10aa040f470500c6a66ef8df4909ded9,00220,train
10aa040f470500c6a66ef8df4909ded9,00114,train
10aa040f470500c6a66ef8df4909ded9,00066,train
10aa040f470500c6a66ef8df4909ded9,00185,train
10aa040f470500c6a66ef8df4909ded9,00202,train
10aa040f470500c6a66ef8df4909ded9,00001,train
10aa040f470500c6a66ef8df4909ded9,00059,train
10aa040f470500c6a66ef8df4909ded9,00236,train
10aa040f470500c6a66ef8df4909ded9,00143,train
10aa040f470500c6a66ef8df4909ded9,00156,train
10aa040f470500c6a66ef8df4909ded9,00155,train
10aa040f470500c6a66ef8df4909ded9,00194,train
10aa040f470500c6a66ef8df4909ded9,00263,train
10aa040f470500c6a66ef8df4909ded9,00251,train
10aa040f470500c6a66ef8df4909ded9,00214,train
10aa040f470500c6a66ef8df4909ded9,00230,train
10aa040f470500c6a66ef8df4909ded9,00084,train
10c7cdfdffe2243b88a89a28f04ce622,00105,train
10c7cdfdffe2243b88a89a28f04ce622,00154,train
10c7cdfdffe2243b88a89a28f04ce622,00194,train
10c7cdfdffe2243b88a89a28f04ce622,00201,train
10c7cdfdffe2243b88a89a28f04ce622,00228,train
10c7cdfdffe2243b88a89a28f04ce622,00080,train
10c7cdfdffe2243b88a89a28f04ce622,00136,train
10c7cdfdffe2243b88a89a28f04ce622,00200,train
10c7cdfdffe2243b88a89a28f04ce622,00125,train
10c7cdfdffe2243b88a89a28f04ce622,00210,train
10c7cdfdffe2243b88a89a28f04ce622,00177,train
10c7cdfdffe2243b88a89a28f04ce622,00141,train
10c7cdfdffe2243b88a89a28f04ce622,00190,train
10c7cdfdffe2243b88a89a28f04ce622,00065,train
10c7cdfdffe2243b88a89a28f04ce622,00081,train
10c7cdfdffe2243b88a89a28f04ce622,00015,train
10c7cdfdffe2243b88a89a28f04ce622,00260,train
10c7cdfdffe2243b88a89a28f04ce622,00103,train
10c7cdfdffe2243b88a89a28f04ce622,00055,train
10c7cdfdffe2243b88a89a28f04ce622,00082,train
10c7cdfdffe2243b88a89a28f04ce622,00057,train
10c7cdfdffe2243b88a89a28f04ce622,00211,train
10c7cdfdffe2243b88a89a28f04ce622,00244,train
10c7cdfdffe2243b88a89a28f04ce622,00248,train
10cfc2090a2ade124c3a35cee92bb95b,00188,train
10cfc2090a2ade124c3a35cee92bb95b,00148,train
10cfc2090a2ade124c3a35cee92bb95b,00089,train
10cfc2090a2ade124c3a35cee92bb95b,00225,train
10cfc2090a2ade124c3a35cee92bb95b,00147,train
10cfc2090a2ade124c3a35cee92bb95b,00171,train
10cfc2090a2ade124c3a35cee92bb95b,00186,train
10cfc2090a2ade124c3a35cee92bb95b,00145,train
10cfc2090a2ade124c3a35cee92bb95b,00195,train
10cfc2090a2ade124c3a35cee92bb95b,00227,train
10cfc2090a2ade124c3a35cee92bb95b,00091,train
10cfc2090a2ade124c3a35cee92bb95b,00157,train
10cfc2090a2ade124c3a35cee92bb95b,00183,train
10cfc2090a2ade124c3a35cee92bb95b,00231,train
10cfc2090a2ade124c3a35cee92bb95b,00243,train
10cfc2090a2ade124c3a35cee92bb95b,00262,train
10cfc2090a2ade124c3a35cee92bb95b,00012,train
10cfc2090a2ade124c3a35cee92bb95b,00073,train
10cfc2090a2ade124c3a35cee92bb95b,00025,train
10cfc2090a2ade124c3a35cee92bb95b,00100,train
10cfc2090a2ade124c3a35cee92bb95b,00187,train
10cfc2090a2ade124c3a35cee92bb95b,00197,train
10cfc2090a2ade124c3a35cee92bb95b,00038,train
10cfc2090a2ade124c3a35cee92bb95b,00263,train
10db820f0e20396a492c7ca609cb0182,00177,train
10db820f0e20396a492c7ca609cb0182,00049,train
10db820f0e20396a492c7ca609cb0182,00183,train
10db820f0e20396a492c7ca609cb0182,00100,train
10db820f0e20396a492c7ca609cb0182,00114,train
10db820f0e20396a492c7ca609cb0182,00067,train
10db820f0e20396a492c7ca609cb0182,00257,train
10db820f0e20396a492c7ca609cb0182,00238,train
10db820f0e20396a492c7ca609cb0182,00098,train
10db820f0e20396a492c7ca609cb0182,00039,train
10db820f0e20396a492c7ca609cb0182,00228,train
10db820f0e20396a492c7ca609cb0182,00215,train
10db820f0e20396a492c7ca609cb0182,00237,train
10db820f0e20396a492c7ca609cb0182,00267,train
10db820f0e20396a492c7ca609cb0182,00072,train
10db820f0e20396a492c7ca609cb0182,00130,train
10db820f0e20396a492c7ca609cb0182,00004,train
10db820f0e20396a492c7ca609cb0182,00013,train
10db820f0e20396a492c7ca609cb0182,00187,train
10db820f0e20396a492c7ca609cb0182,00184,train
10db820f0e20396a492c7ca609cb0182,00256,train
10db820f0e20396a492c7ca609cb0182,00201,train
10db820f0e20396a492c7ca609cb0182,00169,train
10db820f0e20396a492c7ca609cb0182,00128,train
10e4331c34d610dacc14f1e6f4f4f49b,00169,train
10e4331c34d610dacc14f1e6f4f4f49b,00203,train
10e4331c34d610dacc14f1e6f4f4f49b,00143,train
10e4331c34d610dacc14f1e6f4f4f49b,00147,train
10e4331c34d610dacc14f1e6f4f4f49b,00084,train
10e4331c34d610dacc14f1e6f4f4f49b,00239,train
10e4331c34d610dacc14f1e6f4f4f49b,00036,train
10e4331c34d610dacc14f1e6f4f4f49b,00119,train
10e4331c34d610dacc14f1e6f4f4f49b,00057,train
10e4331c34d610dacc14f1e6f4f4f49b,00049,train
10e4331c34d610dacc14f1e6f4f4f49b,00199,train
10e4331c34d610dacc14f1e6f4f4f49b,00041,train
10e4331c34d610dacc14f1e6f4f4f49b,00227,train
10e4331c34d610dacc14f1e6f4f4f49b,00179,train
10e4331c34d610dacc14f1e6f4f4f49b,00020,train
10e4331c34d610dacc14f1e6f4f4f49b,00050,train
10e4331c34d610dacc14f1e6f4f4f49b,00149,train
10e4331c34d610dacc14f1e6f4f4f49b,00033,train
10e4331c34d610dacc14f1e6f4f4f49b,00066,train
10e4331c34d610dacc14f1e6f4f4f49b,00225,train
10e4331c34d610dacc14f1e6f4f4f49b,00192,train
10e4331c34d610dacc14f1e6f4f4f49b,00043,train
10e4331c34d610dacc14f1e6f4f4f49b,00095,train
10e4331c34d610dacc14f1e6f4f4f49b,00006,train
10eeb119fd5508e0d6d949577c389a84,00199,train
10eeb119fd5508e0d6d949577c389a84,00081,train
10eeb119fd5508e0d6d949577c389a84,00251,train
10eeb119fd5508e0d6d949577c389a84,00271,train
10eeb119fd5508e0d6d949577c389a84,00148,train
10eeb119fd5508e0d6d949577c389a84,00046,train
10eeb119fd5508e0d6d949577c389a84,00252,train
10eeb119fd5508e0d6d949577c389a84,00112,train
10eeb119fd5508e0d6d949577c389a84,00247,train
10eeb119fd5508e0d6d949577c389a84,00187,train
10eeb119fd5508e0d6d949577c389a84,00085,train
10eeb119fd5508e0d6d949577c389a84,00135,train
10eeb119fd5508e0d6d949577c389a84,00272,train
10eeb119fd5508e0d6d949577c389a84,00224,train
10eeb119fd5508e0d6d949577c389a84,00241,train
10eeb119fd5508e0d6d949577c389a84,00123,train
10eeb119fd5508e0d6d949577c389a84,00216,train
10eeb119fd5508e0d6d949577c389a84,00188,train
10eeb119fd5508e0d6d949577c389a84,00263,train
10eeb119fd5508e0d6d949577c389a84,00122,train
10eeb119fd5508e0d6d949577c389a84,00203,train
10eeb119fd5508e0d6d949577c389a84,00213,train
10eeb119fd5508e0d6d949577c389a84,00011,train
10eeb119fd5508e0d6d949577c389a84,00170,train
110f6dbf0e6216e9f9a63e9a8c332e52,00221,train
110f6dbf0e6216e9f9a63e9a8c332e52,00265,train
110f6dbf0e6216e9f9a63e9a8c332e52,00016,train
110f6dbf0e6216e9f9a63e9a8c332e52,00274,train
110f6dbf0e6216e9f9a63e9a8c332e52,00208,train
110f6dbf0e6216e9f9a63e9a8c332e52,00224,train
110f6dbf0e6216e9f9a63e9a8c332e52,00103,train
110f6dbf0e6216e9f9a63e9a8c332e52,00159,train
110f6dbf0e6216e9f9a63e9a8c332e52,00175,train
110f6dbf0e6216e9f9a63e9a8c332e52,00122,train
110f6dbf0e6216e9f9a63e9a8c332e52,00164,train
110f6dbf0e6216e9f9a63e9a8c332e52,00028,train
110f6dbf0e6216e9f9a63e9a8c332e52,00091,train
110f6dbf0e6216e9f9a63e9a8c332e52,00190,train
110f6dbf0e6216e9f9a63e9a8c332e52,00198,train
110f6dbf0e6216e9f9a63e9a8c332e52,00061,train
110f6dbf0e6216e9f9a63e9a8c332e52,00025,train
110f6dbf0e6216e9f9a63e9a8c332e52,00104,train
110f6dbf0e6216e9f9a63e9a8c332e52,00235,train
110f6dbf0e6216e9f9a63e9a8c332e52,00138,train
110f6dbf0e6216e9f9a63e9a8c332e52,00241,train
110f6dbf0e6216e9f9a63e9a8c332e52,00035,train
110f6dbf0e6216e9f9a63e9a8c332e52,00099,train
110f6dbf0e6216e9f9a63e9a8c332e52,00162,train
112ca5420188df4bd90bfc986bc4c94d,00267,train
112ca5420188df4bd90bfc986bc4c94d,00073,train
112ca5420188df4bd90bfc986bc4c94d,00042,train
112ca5420188df4bd90bfc986bc4c94d,00142,train
112ca5420188df4bd90bfc986bc4c94d,00181,train
112ca5420188df4bd90bfc986bc4c94d,00006,train
112ca5420188df4bd90bfc986bc4c94d,00044,train
112ca5420188df4bd90bfc986bc4c94d,00123,train
112ca5420188df4bd90bfc986bc4c94d,00126,train
112ca5420188df4bd90bfc986bc4c94d,00238,train
112ca5420188df4bd90bfc986bc4c94d,00002,train
112ca5420188df4bd90bfc986bc4c94d,00257,train
112ca5420188df4bd90bfc986bc4c94d,00184,train
112ca5420188df4bd90bfc986bc4c94d,00221,train
112ca5420188df4bd90bfc986bc4c94d,00069,train
112ca5420188df4bd90bfc986bc4c94d,00171,train
112ca5420188df4bd90bfc986bc4c94d,00053,train
112ca5420188df4bd90bfc986bc4c94d,00156,train
112ca5420188df4bd90bfc986bc4c94d,00004,train
112ca5420188df4bd90bfc986bc4c94d,00015,train
112ca5420188df4bd90bfc986bc4c94d,00009,train
112ca5420188df4bd90bfc986bc4c94d,00046,train
112ca5420188df4bd90bfc986bc4c94d,00204,train
112ca5420188df4bd90bfc986bc4c94d,00250,train
117830993cc5887726587cb13c78fb9b,00266,train
117830993cc5887726587cb13c78fb9b,00061,train
117830993cc5887726587cb13c78fb9b,00165,train
117830993cc5887726587cb13c78fb9b,00111,train
117830993cc5887726587cb13c78fb9b,00045,train
117830993cc5887726587cb13c78fb9b,00146,train
117830993cc5887726587cb13c78fb9b,00046,train
117830993cc5887726587cb13c78fb9b,00137,train
117830993cc5887726587cb13c78fb9b,00248,train
117830993cc5887726587cb13c78fb9b,00089,train
117830993cc5887726587cb13c78fb9b,00231,train
117830993cc5887726587cb13c78fb9b,00257,train
117830993cc5887726587cb13c78fb9b,00092,train
117830993cc5887726587cb13c78fb9b,00013,train
117830993cc5887726587cb13c78fb9b,00022,train
117830993cc5887726587cb13c78fb9b,00139,train
117830993cc5887726587cb13c78fb9b,00205,train
117830993cc5887726587cb13c78fb9b,00209,train
117830993cc5887726587cb13c78fb9b,00141,train
117830993cc5887726587cb13c78fb9b,00193,train
117830993cc5887726587cb13c78fb9b,00117,train
117830993cc5887726587cb13c78fb9b,00095,train
117830993cc5887726587cb13c78fb9b,00229,train
117830993cc5887726587cb13c78fb9b,00215,train
118e8142a8cb1fe19a4a28ef635593ce,00224,train
118e8142a8cb1fe19a4a28ef635593ce,00060,train
118e8142a8cb1fe19a4a28ef635593ce,00258,train
118e8142a8cb1fe19a4a28ef635593ce,00232,train
118e8142a8cb1fe19a4a28ef635593ce,00269,train
118e8142a8cb1fe19a4a28ef635593ce,00095,train
118e8142a8cb1fe19a4a28ef635593ce,00165,train
118e8142a8cb1fe19a4a28ef635593ce,00202,train
118e8142a8cb1fe19a4a28ef635593ce,00119,train
118e8142a8cb1fe19a4a28ef635593ce,00161,train
118e8142a8cb1fe19a4a28ef635593ce,00175,train
118e8142a8cb1fe19a4a28ef635593ce,00069,train
118e8142a8cb1fe19a4a28ef635593ce,00059,train
118e8142a8cb1fe19a4a28ef635593ce,00123,train
118e8142a8cb1fe19a4a28ef635593ce,00011,train
118e8142a8cb1fe19a4a28ef635593ce,00100,train
118e8142a8cb1fe19a4a28ef635593ce,00216,train
118e8142a8cb1fe19a4a28ef635593ce,00016,train
118e8142a8cb1fe19a4a28ef635593ce,00099,train
118e8142a8cb1fe19a4a28ef635593ce,00242,train
118e8142a8cb1fe19a4a28ef635593ce,00213,train
118e8142a8cb1fe19a4a28ef635593ce,00194,train
118e8142a8cb1fe19a4a28ef635593ce,00050,train
118e8142a8cb1fe19a4a28ef635593ce,00248,train
1203825bf97bc3524722e1824a086fad,00075,train
1203825bf97bc3524722e1824a086fad,00208,train
1203825bf97bc3524722e1824a086fad,00052,train
1203825bf97bc3524722e1824a086fad,00084,train
1203825bf97bc3524722e1824a086fad,00177,train
1203825bf97bc3524722e1824a086fad,00259,train
1203825bf97bc3524722e1824a086fad,00264,train
1203825bf97bc3524722e1824a086fad,00197,train
1203825bf97bc3524722e1824a086fad,00148,train
1203825bf97bc3524722e1824a086fad,00251,train
1203825bf97bc3524722e1824a086fad,00151,train
1203825bf97bc3524722e1824a086fad,00250,train
1203825bf97bc3524722e1824a086fad,00119,train
1203825bf97bc3524722e1824a086fad,00164,train
1203825bf97bc3524722e1824a086fad,00067,train
1203825bf97bc3524722e1824a086fad,00029,train
1203825bf97bc3524722e1824a086fad,00200,train
1203825bf97bc3524722e1824a086fad,00145,train
1203825bf97bc3524722e1824a086fad,00161,train
1203825bf97bc3524722e1824a086fad,00213,train
1203825bf97bc3524722e1824a086fad,00013,train
1203825bf97bc3524722e1824a086fad,00032,train
1203825bf97bc3524722e1824a086fad,00263,train
1203825bf97bc3524722e1824a086fad,00038,train
121b5c1c81aa77906b153e6e0582b3ac,00041,train
121b5c1c81aa77906b153e6e0582b3ac,00148,train
121b5c1c81aa77906b153e6e0582b3ac,00040,train
121b5c1c81aa77906b153e6e0582b3ac,00223,train
121b5c1c81aa77906b153e6e0582b3ac,00203,train
121b5c1c81aa77906b153e6e0582b3ac,00120,train
121b5c1c81aa77906b153e6e0582b3ac,00110,train
121b5c1c81aa77906b153e6e0582b3ac,00077,train
121b5c1c81aa77906b153e6e0582b3ac,00001,train
121b5c1c81aa77906b153e6e0582b3ac,00230,train
121b5c1c81aa77906b153e6e0582b3ac,00243,train
121b5c1c81aa77906b153e6e0582b3ac,00094,train
121b5c1c81aa77906b153e6e0582b3ac,00157,train
121b5c1c81aa77906b153e6e0582b3ac,00038,train
121b5c1c81aa77906b153e6e0582b3ac,00095,train
121b5c1c81aa77906b153e6e0582b3ac,00004,train
121b5c1c81aa77906b153e6e0582b3ac,00129,train
121b5c1c81aa77906b153e6e0582b3ac,00179,train
121b5c1c81aa77906b153e6e0582b3ac,00180,train
121b5c1c81aa77906b153e6e0582b3ac,00236,train
121b5c1c81aa77906b153e6e0582b3ac,00189,train
121b5c1c81aa77906b153e6e0582b3ac,00104,train
121b5c1c81aa77906b153e6e0582b3ac,00084,train
121b5c1c81aa77906b153e6e0582b3ac,00106,train
121e9fceb90440efed79d3bd546890bd,00090,train
121e9fceb90440efed79d3bd546890bd,00226,train
121e9fceb90440efed79d3bd546890bd,00252,train
121e9fceb90440efed79d3bd546890bd,00016,train
121e9fceb90440efed79d3bd546890bd,00166,train
121e9fceb90440efed79d3bd546890bd,00094,train
121e9fceb90440efed79d3bd546890bd,00148,train
121e9fceb90440efed79d3bd546890bd,00243,train
121e9fceb90440efed79d3bd546890bd,00102,train
121e9fceb90440efed79d3bd546890bd,00015,train
121e9fceb90440efed79d3bd546890bd,00073,train
121e9fceb90440efed79d3bd546890bd,00109,train
121e9fceb90440efed79d3bd546890bd,00192,train
121e9fceb90440efed79d3bd546890bd,00164,train
121e9fceb90440efed79d3bd546890bd,00076,train
121e9fceb90440efed79d3bd546890bd,00100,train
121e9fceb90440efed79d3bd546890bd,00219,train
121e9fceb90440efed79d3bd546890bd,00208,train
121e9fceb90440efed79d3bd546890bd,00150,train
121e9fceb90440efed79d3bd546890bd,00186,train
121e9fceb90440efed79d3bd546890bd,00203,train
121e9fceb90440efed79d3bd546890bd,00160,train
121e9fceb90440efed79d3bd546890bd,00066,train
121e9fceb90440efed79d3bd546890bd,00244,train
122776d17b6a118086da73d36506db6f,00137,train
122776d17b6a118086da73d36506db6f,00020,train
122776d17b6a118086da73d36506db6f,00174,train
122776d17b6a118086da73d36506db6f,00207,train
122776d17b6a118086da73d36506db6f,00226,train
122776d17b6a118086da73d36506db6f,00245,train
122776d17b6a118086da73d36506db6f,00100,train
122776d17b6a118086da73d36506db6f,00157,train
122776d17b6a118086da73d36506db6f,00106,train
122776d17b6a118086da73d36506db6f,00206,train
122776d17b6a118086da73d36506db6f,00044,train
122776d17b6a118086da73d36506db6f,00263,train
122776d17b6a118086da73d36506db6f,00032,train
122776d17b6a118086da73d36506db6f,00054,train
122776d17b6a118086da73d36506db6f,00122,train
122776d17b6a118086da73d36506db6f,00001,train
122776d17b6a118086da73d36506db6f,00128,train
122776d17b6a118086da73d36506db6f,00197,train
122776d17b6a118086da73d36506db6f,00229,train
122776d17b6a118086da73d36506db6f,00037,train
122776d17b6a118086da73d36506db6f,00143,train
122776d17b6a118086da73d36506db6f,00014,train
122776d17b6a118086da73d36506db6f,00002,train
122776d17b6a118086da73d36506db6f,00078,train
122963149f6a04272620819ddac40644,00092,train
122963149f6a04272620819ddac40644,00171,train
122963149f6a04272620819ddac40644,00136,train
122963149f6a04272620819ddac40644,00024,train
122963149f6a04272620819ddac40644,00124,train
122963149f6a04272620819ddac40644,00023,train
122963149f6a04272620819ddac40644,00029,train
122963149f6a04272620819ddac40644,00229,train
122963149f6a04272620819ddac40644,00019,train
122963149f6a04272620819ddac40644,00072,train
122963149f6a04272620819ddac40644,00208,train
122963149f6a04272620819ddac40644,00008,train
122963149f6a04272620819ddac40644,00025,train
122963149f6a04272620819ddac40644,00261,train
122963149f6a04272620819ddac40644,00042,train
122963149f6a04272620819ddac40644,00049,train
122963149f6a04272620819ddac40644,00172,train
122963149f6a04272620819ddac40644,00215,train
122963149f6a04272620819ddac40644,00174,train
122963149f6a04272620819ddac40644,00265,train
122963149f6a04272620819ddac40644,00055,train
122963149f6a04272620819ddac40644,00116,train
122963149f6a04272620819ddac40644,00169,train
122963149f6a04272620819ddac40644,00200,train
123ac29b0aac8c8e5d07633dda45110,00271,train
123ac29b0aac8c8e5d07633dda45110,00177,train
123ac29b0aac8c8e5d07633dda45110,00157,train
123ac29b0aac8c8e5d07633dda45110,00104,train
123ac29b0aac8c8e5d07633dda45110,00086,train
123ac29b0aac8c8e5d07633dda45110,00072,train
123ac29b0aac8c8e5d07633dda45110,00113,train
123ac29b0aac8c8e5d07633dda45110,00213,train
123ac29b0aac8c8e5d07633dda45110,00169,train
123ac29b0aac8c8e5d07633dda45110,00269,train
123ac29b0aac8c8e5d07633dda45110,00181,train
123ac29b0aac8c8e5d07633dda45110,00218,train
123ac29b0aac8c8e5d07633dda45110,00264,train
123ac29b0aac8c8e5d07633dda45110,00107,train
123ac29b0aac8c8e5d07633dda45110,00207,train
123ac29b0aac8c8e5d07633dda45110,00268,train
123ac29b0aac8c8e5d07633dda45110,00152,train
123ac29b0aac8c8e5d07633dda45110,00217,train
123ac29b0aac8c8e5d07633dda45110,00019,train
123ac29b0aac8c8e5d07633dda45110,00179,train
123ac29b0aac8c8e5d07633dda45110,00224,train
123ac29b0aac8c8e5d07633dda45110,00261,train
123ac29b0aac8c8e5d07633dda45110,00187,train
123ac29b0aac8c8e5d07633dda45110,00146,train
123bd9e948881939c38a1d3458dafa1b,00065,train
123bd9e948881939c38a1d3458dafa1b,00051,train
123bd9e948881939c38a1d3458dafa1b,00021,train
123bd9e948881939c38a1d3458dafa1b,00013,train
123bd9e948881939c38a1d3458dafa1b,00130,train
123bd9e948881939c38a1d3458dafa1b,00085,train
123bd9e948881939c38a1d3458dafa1b,00003,train
123bd9e948881939c38a1d3458dafa1b,00201,train
123bd9e948881939c38a1d3458dafa1b,00134,train
123bd9e948881939c38a1d3458dafa1b,00120,train
123bd9e948881939c38a1d3458dafa1b,00161,train
123bd9e948881939c38a1d3458dafa1b,00093,train
123bd9e948881939c38a1d3458dafa1b,00217,train
123bd9e948881939c38a1d3458dafa1b,00235,train
123bd9e948881939c38a1d3458dafa1b,00143,train
123bd9e948881939c38a1d3458dafa1b,00203,train
123bd9e948881939c38a1d3458dafa1b,00025,train
123bd9e948881939c38a1d3458dafa1b,00146,train
123bd9e948881939c38a1d3458dafa1b,00098,train
123bd9e948881939c38a1d3458dafa1b,00243,train
123bd9e948881939c38a1d3458dafa1b,00214,train
123bd9e948881939c38a1d3458dafa1b,00044,train
123bd9e948881939c38a1d3458dafa1b,00110,train
123bd9e948881939c38a1d3458dafa1b,00242,train
124062ccaeae95085e9e2656aff7dd5b,00169,train
124062ccaeae95085e9e2656aff7dd5b,00120,train
124062ccaeae95085e9e2656aff7dd5b,00202,train
124062ccaeae95085e9e2656aff7dd5b,00115,train
124062ccaeae95085e9e2656aff7dd5b,00259,train
124062ccaeae95085e9e2656aff7dd5b,00153,train
124062ccaeae95085e9e2656aff7dd5b,00076,train
124062ccaeae95085e9e2656aff7dd5b,00245,train
124062ccaeae95085e9e2656aff7dd5b,00124,train
124062ccaeae95085e9e2656aff7dd5b,00255,train
124062ccaeae95085e9e2656aff7dd5b,00246,train
124062ccaeae95085e9e2656aff7dd5b,00103,train
124062ccaeae95085e9e2656aff7dd5b,00226,train
124062ccaeae95085e9e2656aff7dd5b,00060,train
124062ccaeae95085e9e2656aff7dd5b,00087,train
124062ccaeae95085e9e2656aff7dd5b,00089,train
124062ccaeae95085e9e2656aff7dd5b,00095,train
124062ccaeae95085e9e2656aff7dd5b,00204,train
124062ccaeae95085e9e2656aff7dd5b,00145,train
124062ccaeae95085e9e2656aff7dd5b,00067,train
124062ccaeae95085e9e2656aff7dd5b,00154,train
124062ccaeae95085e9e2656aff7dd5b,00258,train
124062ccaeae95085e9e2656aff7dd5b,00241,train
124062ccaeae95085e9e2656aff7dd5b,00137,train
124a579e0635b8eace19d55bc5e6a406,00002,train
124a579e0635b8eace19d55bc5e6a406,00263,train
124a579e0635b8eace19d55bc5e6a406,00062,train
124a579e0635b8eace19d55bc5e6a406,00023,train
124a579e0635b8eace19d55bc5e6a406,00158,train
124a579e0635b8eace19d55bc5e6a406,00143,train
124a579e0635b8eace19d55bc5e6a406,00176,train
124a579e0635b8eace19d55bc5e6a406,00202,train
124a579e0635b8eace19d55bc5e6a406,00126,train
124a579e0635b8eace19d55bc5e6a406,00224,train
124a579e0635b8eace19d55bc5e6a406,00073,train
124a579e0635b8eace19d55bc5e6a406,00089,train
124a579e0635b8eace19d55bc5e6a406,00140,train
124a579e0635b8eace19d55bc5e6a406,00234,train
124a579e0635b8eace19d55bc5e6a406,00125,train
124a579e0635b8eace19d55bc5e6a406,00167,train
124a579e0635b8eace19d55bc5e6a406,00157,train
124a579e0635b8eace19d55bc5e6a406,00056,train
124a579e0635b8eace19d55bc5e6a406,00218,train
124a579e0635b8eace19d55bc5e6a406,00269,train
124a579e0635b8eace19d55bc5e6a406,00242,train
124a579e0635b8eace19d55bc5e6a406,00199,train
124a579e0635b8eace19d55bc5e6a406,00060,train
124a579e0635b8eace19d55bc5e6a406,00024,train
1272dd98c66f13579a6e43b878d5b335,00176,train
1272dd98c66f13579a6e43b878d5b335,00109,train
1272dd98c66f13579a6e43b878d5b335,00192,train
1272dd98c66f13579a6e43b878d5b335,00059,train
1272dd98c66f13579a6e43b878d5b335,00201,train
1272dd98c66f13579a6e43b878d5b335,00156,train
1272dd98c66f13579a6e43b878d5b335,00029,train
1272dd98c66f13579a6e43b878d5b335,00123,train
